»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2016-10-12,'300199,∫≤”Ó“©“µ,23.14,23.4,22.6,22.67,22.9,0.24,1.048,1.2891,11008763,254008437.29,20594978616.7,19761787142.2,5050
2016-10-11,'300199,∫≤”Ó“©“µ,22.9,23.13,22.7,22.8,22.91,-0.01,-0.0436,1.1055,9441257,216984918.43,20381374689.8,19556824786.4,6242
2016-10-10,'300199,∫≤”Ó“©“µ,22.91,22.98,21.8,22.08,22.04,0.87,3.9474,1.4865,12694590,285916717.46,20390274853.4,19565364884.6,7802
2016-09-30,'300199,∫≤”Ó“©“µ,22.04,22.17,21.82,21.98,21.92,0.12,0.5474,0.6545,5589232,122846221.14,19615960618.5,18822376344.6,3915
2016-09-29,'300199,∫≤”Ó“©“µ,21.92,22.4,21.8,21.94,21.95,-0.03,-0.1367,1.1519,9837086,217649442.98,19509158655.0,18719895166.7,8277
2016-09-28,'300199,∫≤”Ó“©“µ,21.95,21.95,21.44,21.6,21.43,0.52,2.4265,0.9497,8110817,176494314.89,19535859145.9,18745515461.2,5277
2016-09-27,'300199,∫≤”Ó“©“µ,21.43,21.46,21.02,21.02,21.05,0.38,1.8052,0.5558,4746408,100723249.04,19073050637.7,18301430356.9,3347
2016-09-26,'300199,∫≤”Ó“©“µ,21.05,21.58,20.93,21.52,21.49,-0.44,-2.0475,0.917,7831126,166458943.6,18734844420.1,17976906626.8,6226
2016-09-23,'300199,∫≤”Ó“©“µ,21.49,22.29,21.49,21.91,21.93,-0.44,-2.0064,0.8213,7013565,152413036.54,19126451619.4,18352670945.8,4919
2016-09-22,'300199,∫≤”Ó“©“µ,21.93,22.22,21.52,21.89,21.64,0.29,1.3401,1.3584,11600931,254036831.51,19518058818.7,18728435264.9,6545
2016-09-21,'300199,∫≤”Ó“©“µ,21.64,22.08,21.31,21.35,21.38,0.26,1.2161,0.9759,8334369,181379252.49,19259954073.7,18480772418.2,6099
2016-09-20,'300199,∫≤”Ó“©“µ,21.38,21.44,20.92,21.23,21.05,0.33,1.5677,0.6401,5466104,115957889.36,19028549819.6,18258729866.1,4105
2016-09-19,'300199,∫≤”Ó“©“µ,21.05,21.24,20.86,21.07,21.01,0.04,0.1904,0.6714,5733735,120450151.41,18734844420.1,17976906626.8,3449
2016-09-14,'300199,∫≤”Ó“©“µ,21.01,21.4,20.95,21.18,21.21,-0.2,-0.943,0.6853,5852910,123794065.53,18699243765.6,17942746234.2,5309
2016-09-13,'300199,∫≤”Ó“©“µ,21.21,21.53,20.93,21.1,20.92,0.29,1.3862,0.9945,8493462,180022810.62,18877247038.0,18113548197.4,6663
2016-09-12,'300199,∫≤”Ó“©“µ,20.92,21.68,20.62,20.68,21.36,-0.44,-2.0599,1.713,14629350,309831037.44,18619142293.0,17865885350.7,9871
2016-09-09,'300199,∫≤”Ó“©“µ,21.36,22.6,21.23,21.57,21.29,0.07,0.3288,2.2961,19609307,428299195.09,19010749492.3,18241649669.8,12920
2016-09-08,'300199,∫≤”Ó“©“µ,21.29,21.37,20.41,20.45,20.53,0.76,3.7019,1.5126,12918155,269545420.33,18948448347.0,18181868982.6,8002
2016-09-07,'300199,∫≤”Ó“©“µ,20.53,20.85,20.3,20.35,20.34,0.19,0.9341,1.2011,10257533,211357347.82,18272035911.9,17532821522.5,6160
2016-09-06,'300199,∫≤”Ó“©“µ,20.34,20.36,19.97,20.1,20.08,0.26,1.2948,0.7594,6485757,130979462.11,18102932803.1,17370559657.4,3177
