�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉,傖蝠捩杅
2016-10-12,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-10-11,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-10-10,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-30,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-29,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-28,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-27,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-26,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-23,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-22,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-21,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-20,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-19,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-14,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-13,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-12,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-09,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-08,'600876,醫栠產薛,0.0,0.0,0.0,0.0,25.61,None,None,0.0,0,0.0,13490499668.8,6402967177.62,None
2016-09-07,'600876,醫栠產薛,25.61,26.08,25.6,26.08,25.71,-0.1,-0.389,1.3981,3495429,90208680.0,13490499668.8,6402967177.62,None
2016-09-06,'600876,醫栠產薛,25.71,25.78,25.22,25.65,25.55,0.16,0.6262,1.4107,3527045,90233231.0,13543176356.2,6427969001.82,None
2016-09-05,'600876,醫栠產薛,25.55,25.59,25.24,25.44,25.3,0.25,0.9881,0.8553,2138401,54324311.0,13458893656.2,6387966083.1,None
2016-09-02,'600876,醫栠產薛,25.3,25.5,25.15,25.15,25.42,-0.12,-0.4721,0.6238,1559557,39518754.0,13327201937.5,6325461522.6,None
2016-09-01,'600876,醫栠產薛,25.42,25.66,25.38,25.53,25.58,-0.16,-0.6255,0.7273,1818471,46366160.0,13390413962.5,6355463711.64,None
2016-08-31,'600876,醫栠產薛,25.58,25.6,25.31,25.51,25.47,0.11,0.4319,0.7744,1936219,49292491.0,13474696662.5,6395466630.36,None
