хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣,Ёи╫╩╠ййЩ
2016-10-12,'300396,╣охПр╫аф,46.03,46.69,45.5,46.66,46.66,-0.63,-1.3502,2.2765,1063303,48846301.88,7058700500.0,2149946225.0,2279
2016-10-11,'300396,╣охПр╫аф,46.66,48.27,46.52,47.15,47.14,-0.48,-1.0182,3.2537,1519730,71843553.22,7155311000.0,2179371950.0,2813
2016-10-10,'300396,╣охПр╫аф,47.14,47.23,45.8,46.52,46.52,0.62,1.3328,2.3694,1106668,51691749.23,7228919000.0,2201791550.0,1746
2016-09-30,'300396,╣охПр╫аф,46.52,47.28,46.03,47.01,47.0,-0.48,-1.0213,1.7752,829028,38562927.68,7133842000.0,2172542150.0,1427
2016-09-29,'300396,╣охПр╫аф,47.0,47.08,45.8,46.3,46.56,0.44,0.945,2.3578,1101115,51300695.83,7207450000.0,2194958750.0,2712
2016-09-28,'300396,╣охПр╫аф,46.56,46.99,46.13,46.68,47.17,-0.61,-1.2932,1.7436,814263,37859787.84,7139976000.0,2174410200.0,1569
2016-09-27,'300396,╣охПр╫аф,47.17,47.45,45.3,46.1,46.63,0.54,1.1581,3.2159,1501853,69862679.38,7233519500.0,2202897962.5,2445
2016-09-26,'300396,╣охПр╫аф,46.63,47.8,45.2,45.4,45.52,1.11,2.4385,3.9777,1857619,86677679.52,7150710500.0,2177679287.5,3073
2016-09-23,'300396,╣охПр╫аф,45.52,46.35,45.45,45.98,46.15,-0.63,-1.3651,2.0467,955823,43958292.48,6980492000.0,2125840900.0,1789
2016-09-22,'300396,╣охПр╫аф,46.15,46.45,45.43,45.6,45.83,0.32,0.6982,2.7471,1282925,58942287.06,7077102500.0,2155262687.5,2498
2016-09-21,'300396,╣охПр╫аф,45.83,46.76,44.03,44.1,44.5,1.33,2.9888,6.1425,2868647,130735054.75,7028030500.0,2140318287.5,5341
2016-09-20,'300396,╣охПр╫аф,44.5,44.65,43.35,44.33,44.64,-0.14,-0.3136,5.4023,2522928,110885258.79,6824075000.0,2078205625.0,4476
2016-09-19,'300396,╣охПр╫аф,44.64,44.64,40.8,40.8,40.58,4.06,10.0049,7.3948,3453485,149224907.97,6845544000.0,2084743800.0,6309
2016-09-14,'300396,╣охПр╫аф,40.58,41.47,40.19,41.0,41.14,-0.56,-1.3612,2.3556,1100091,44871052.96,6222943000.0,1895136725.0,2883
2016-09-13,'300396,╣охПр╫аф,41.14,42.59,40.51,41.37,41.18,-0.04,-0.0971,3.073,1435117,59489788.82,6308819000.0,1921289425.0,8706
2016-09-12,'300396,╣охПр╫аф,41.18,42.89,40.67,42.53,43.98,-2.8,-6.3665,3.3265,1553527,65159718.61,6314953000.0,1923157475.0,2887
2016-09-09,'300396,╣охПр╫аф,43.98,44.87,43.88,44.53,44.65,-0.67,-1.5006,1.7357,746157,33082878.97,6744333000.0,1890645225.0,1505
2016-09-08,'300396,╣охПр╫аф,44.65,45.35,44.5,44.68,44.98,-0.33,-0.7337,1.9623,843559,37855244.18,6847077500.0,1919447687.5,2468
2016-09-07,'300396,╣охПр╫аф,44.98,45.86,44.88,45.48,45.45,-0.47,-1.0341,2.1685,932195,42302003.47,6897683000.0,1933633975.0,2803
2016-09-06,'300396,╣охПр╫аф,45.45,45.61,44.01,45.29,45.42,0.03,0.0661,2.4353,1046907,46926922.89,6969757500.0,1953838687.5,2122
2016-09-05,'300396,╣охПр╫аф,45.42,45.97,45.15,45.64,45.64,-0.22,-0.482,1.4374,617909,28164544.69,6965157000.0,1952549025.0,1297
2016-09-02,'300396,╣охПр╫аф,45.64,45.7,45.1,45.3,45.25,0.39,0.8619,1.3554,582691,26478365.51,6998894000.0,1962006550.0,1255
2016-09-01,'300396,╣охПр╫аф,45.25,46.02,45.12,46.0,45.93,-0.68,-1.4805,1.4396,618875,28210972.53,6939087500.0,1945240937.5,1301
2016-08-31,'300396,╣охПр╫аф,45.93,46.45,45.1,46.44,46.21,-0.28,-0.6059,2.2126,951155,43360678.89,7043365500.0,1974473287.5,1867
