»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2016-10-12,'603008,œ≤¡Ÿ√≈,19.97,20.09,19.73,20.0,20.18,-0.21,-1.0406,1.283,4041414,80393116.0,6290550000.0,6290550000.0,None
2016-10-11,'603008,œ≤¡Ÿ√≈,20.18,20.25,19.78,20.09,20.18,0.0,0.0,2.4226,7631268,152363044.0,6356700000.0,6356700000.0,None
2016-10-10,'603008,œ≤¡Ÿ√≈,20.18,21.3,20.0,21.29,21.29,-1.11,-5.2137,3.5324,11127002,226022397.0,6356700000.0,6356700000.0,None
2016-09-30,'603008,œ≤¡Ÿ√≈,21.29,21.89,21.21,21.41,21.41,-0.12,-0.5605,1.0247,3227742,69919411.0,6706350000.0,6706350000.0,None
2016-09-29,'603008,œ≤¡Ÿ√≈,21.41,21.55,21.05,21.19,21.29,0.12,0.5636,1.2069,3801691,81051501.0,6744150000.0,6744150000.0,None
2016-09-28,'603008,œ≤¡Ÿ√≈,21.29,21.83,20.9,21.29,21.26,0.03,0.1411,1.5865,4997375,106743155.0,6706350000.0,6706350000.0,None
2016-09-27,'603008,œ≤¡Ÿ√≈,21.26,21.28,20.15,20.25,20.45,0.81,3.9609,1.9344,6093471,126294445.0,6696900000.0,6696900000.0,None
2016-09-26,'603008,œ≤¡Ÿ√≈,20.45,21.18,20.42,21.03,21.21,-0.76,-3.5832,1.5127,4764996,98920342.0,6441750000.0,6441750000.0,None
2016-09-23,'603008,œ≤¡Ÿ√≈,21.21,22.0,21.03,22.0,21.43,-0.22,-1.0266,1.2297,3873594,82643703.0,6681150000.0,6681150000.0,None
2016-09-22,'603008,œ≤¡Ÿ√≈,21.43,21.8,21.29,21.3,21.2,0.23,1.0849,1.3863,4366856,94046876.0,6750450000.0,6750450000.0,None
2016-09-21,'603008,œ≤¡Ÿ√≈,21.2,21.85,20.98,21.65,21.64,-0.44,-2.0333,2.0911,6587001,140068539.0,6678000000.0,6678000000.0,None
2016-09-20,'603008,œ≤¡Ÿ√≈,21.64,22.83,21.46,21.71,21.84,-0.2,-0.9158,4.0326,12702761,283002160.0,6816600000.0,6816600000.0,None
2016-09-19,'603008,œ≤¡Ÿ√≈,21.84,22.0,20.47,20.96,20.95,0.89,4.2482,2.0719,6526447,139504333.0,6879600000.0,6879600000.0,None
2016-09-14,'603008,œ≤¡Ÿ√≈,20.95,21.35,20.8,21.35,21.38,-0.43,-2.0112,1.8835,5933126,124974378.0,6599250000.0,6599250000.0,None
2016-09-13,'603008,œ≤¡Ÿ√≈,21.38,21.44,20.5,20.5,20.51,0.87,4.2418,1.9158,6034655,127311909.0,6734700000.0,6734700000.0,None
2016-09-12,'603008,œ≤¡Ÿ√≈,20.51,20.88,19.82,20.09,20.67,-0.16,-0.7741,1.9666,6194928,126952013.0,6460650000.0,6460650000.0,None
2016-09-09,'603008,œ≤¡Ÿ√≈,20.67,21.18,20.26,21.05,21.02,-0.35,-1.6651,2.5451,8016917,166137420.0,6511050000.0,6511050000.0,None
2016-09-08,'603008,œ≤¡Ÿ√≈,21.02,21.47,20.1,20.15,20.17,0.85,4.2142,3.3171,10448936,219333740.0,6621300000.0,6621300000.0,None
2016-09-07,'603008,œ≤¡Ÿ√≈,20.17,20.97,19.51,19.9,19.82,0.35,1.7659,2.8655,9026424,181265231.0,6353550000.0,6353550000.0,None
2016-09-06,'603008,œ≤¡Ÿ√≈,19.82,20.18,18.52,18.6,18.64,1.18,6.3305,3.3453,10537715,205078394.0,6243300000.0,6243300000.0,None
2016-09-05,'603008,œ≤¡Ÿ√≈,18.64,19.46,18.62,18.89,18.89,-0.25,-1.3235,2.0412,6429680,122582332.0,5871600000.0,5871600000.0,None
2016-09-02,'603008,œ≤¡Ÿ√≈,18.89,19.08,18.6,18.6,18.67,0.22,1.1784,2.115,6662102,125627912.0,5950350000.0,5950350000.0,None
2016-09-01,'603008,œ≤¡Ÿ√≈,18.67,18.89,18.55,18.68,18.69,-0.02,-0.107,0.907,2856934,53465553.0,5881050000.0,5881050000.0,None
2016-08-31,'603008,œ≤¡Ÿ√≈,18.69,18.95,18.61,18.95,18.96,-0.27,-1.4241,1.1103,3497293,65661273.0,5887350000.0,5887350000.0,None
2016-08-30,'603008,œ≤¡Ÿ√≈,18.96,19.17,18.88,19.0,19.15,-0.19,-0.9922,2.6374,8307751,157824455.0,5972400000.0,5972400000.0,None
2016-08-29,'603008,œ≤¡Ÿ√≈,19.15,19.32,18.56,18.9,19.04,0.11,0.5777,2.4928,7852174,149207606.0,6032250000.0,6032250000.0,None
2016-08-26,'603008,œ≤¡Ÿ√≈,19.04,19.67,18.31,18.31,17.9,1.14,6.3687,5.0648,15954115,302903383.0,5997600000.0,5997600000.0,None
2016-08-25,'603008,œ≤¡Ÿ√≈,17.9,17.94,17.55,17.8,17.86,0.04,0.224,0.7808,2459520,43533414.0,5638500000.0,5638500000.0,None
